temp,hum,windspeed,casual,registered,season_2,season_3,season_4,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,weathersit_2,weathersit_3,workingday_1,holiday_1
0.5039680226340564,0.49336362995663086,0.24446987105494264,1064,6239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.46267387841971086,0.5343657963838695,0.23095902011742703,1064,6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.6075682160017005,0.5067313093192632,0.20717065614979094,1088,6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5633433643742124,0.587273522426937,0.1928493788501572,1029,6249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5223288975487285,0.5715947984991355,0.20661695882854778,1039,6249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5019049370821274,0.5777864404461681,0.18894202628657736,1069,6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5281275911621918,0.5218823563247366,0.22021300500230787,1074,6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.7097654290797627,0.6432467266922817,0.14369897796813982,993,6249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5257209709466097,0.5919397291737776,0.212810074403942,1030,6234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5125809660365563,0.5678684273214538,0.20988910734357652,1041,6249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.7368760895022428,0.6536104006142923,0.13459857475622808,986,6249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5435820842132374,0.4660654277606419,0.25005895805843914,1066,6239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5060193301808219,0.5794720040241318,0.0883669000860791,841,6237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.7347457596238026,0.6534695115685736,0.12614680032159686,972,6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.48833722842722715,0.5671381843098897,0.08115348276678618,832,6232,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.6656823510173158,0.6188719205955724,0.13610397707942734,942,6258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.48713704273437364,0.5696747154058944,0.08023672915427811,831,6234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.5152874309900097,0.585046579951101,0.09181183566987154,846,6237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.48835811313848276,0.5714615387022207,0.08087414069264039,830,6224,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.6369606104580056,0.6582305462441393,0.13703752690608886,921,6237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.702057955786245,0.6422138055301693,0.12024193975115699,953,6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.6549122666884929,0.6259796767370754,0.11172534677345221,926,6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.48853856039932403,0.569053740501631,0.0819264751511637,830,6253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.48333956857095633,0.5662422731665698,0.08129368643435017,827,6220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.6747357280077886,0.5704769932574096,0.1426380909874505,1097,6259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.6593237548792054,0.5692035921480026,0.3219014304993426,1162,6242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.6565521671546173,0.5794295776261595,0.3388747818974901,1170,6242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.6927794520724387,0.39585377536500943,0.25114054089904403,1083,6247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.45974954300055915,0.5349235304586561,0.2314391296681185,1063,6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5842055474792365,0.7172296847185835,0.15043159973216813,1158,6249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.6730686177791506,0.5950389950467966,0.1259675621869896,1096,6259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.6780249891710027,0.5220153875466489,0.1755295711137525,1099,6259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.6216951196692477,0.5040370029496796,0.20485133897158037,1090,6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.6718670467840604,0.5229241546510727,0.24508564029292276,1124,6242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.6753795241128692,0.5099646001552495,0.22357504134958306,1113,6242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5758307098462396,0.736840239026335,0.14651081219571133,1163,6249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.6654086327876574,0.660053782105722,0.11921912378422078,1108,6264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.7409714923511375,0.6642080524517423,0.13299912050362453,1254,6259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.6838283045292076,0.6090874229040539,0.2741346083118441,1199,6259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.6560084555135356,0.5835116683625508,0.3391735229505012,1171,6264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.6583710668852573,0.6027495255935065,0.28389086714771355,1155,6264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.5874119198686514,0.7220352093595767,0.21215186595772856,1178,6254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.663339046405619,0.6432019173338314,0.16764529872851133,1122,6264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.6569740374390987,0.5913740394029632,0.31657990731011043,1165,6264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.7477763294950629,0.6707720353452329,0.11619214759276358,1260,6259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.6786791525818239,0.4977903678524059,0.20336794020317242,1103,6242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.6979843267530031,0.6227423988794618,0.23917126135603017,1213,6259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.6335239723733052,0.6277151019636941,0.3005243569814655,1174,6254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.6691970142713375,0.48258183187722925,0.16577231300955125,1445,6257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.7087931120162407,0.5115718320118906,0.1467735396530075,1360,6257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.6589623035941728,0.4878314847104166,0.1690994457828104,1466,6259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.6717581203890469,0.5492055306485922,0.13143270288894526,1427,6324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.6961908689854344,0.5976005303092764,0.08435844546110136,1344,6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.6510036667261168,0.4665198893636957,0.1747027675967859,1484,6250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.695967480786514,0.563065399444977,0.14536112721317343,1383,6259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
